model_id,entity_type,entity_id,space,topic_id,weight,analyzed_at
semv2-efe88180e47a6fc1,project,PVCB4791-2026,domain,5,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4791-2026,domain,6,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4791-2026,domain,7,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4791-2026,domain,8,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4791-2026,domain,9,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4791-2026,domain,10,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4791-2026,domain,11,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4791-2026,domain,12,1.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4791-2026,domain,13,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4802-2026,domain,0,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4802-2026,domain,1,0.0013401547437329577,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4802-2026,domain,2,0.0078255066407089,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4802-2026,domain,3,0.7878710685151702,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4802-2026,domain,4,0.0330659776813505,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4802-2026,domain,5,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4802-2026,domain,6,0.052725344283606417,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4802-2026,domain,7,0.009081667157376768,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4802-2026,domain,8,0.06263832308452637,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4802-2026,domain,9,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4802-2026,domain,10,0.002547087603726521,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4802-2026,domain,11,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4802-2026,domain,12,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4802-2026,domain,13,0.04290487028980155,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4849-2026,domain,0,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4849-2026,domain,1,0.010535695644496561,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4849-2026,domain,2,0.03148297244799037,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4849-2026,domain,3,0.31734923755114514,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4849-2026,domain,4,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4849-2026,domain,5,0.008632597524863386,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4849-2026,domain,6,0.13964362886845522,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4849-2026,domain,7,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4849-2026,domain,8,0.04671303799880165,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4849-2026,domain,9,0.013033151547473098,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4849-2026,domain,10,0.08450942538099372,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4849-2026,domain,11,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4849-2026,domain,12,0.06587874533869546,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4849-2026,domain,13,0.2822215076970853,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4877-2026,domain,0,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4877-2026,domain,1,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4877-2026,domain,2,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4877-2026,domain,3,0.036945610036883354,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4877-2026,domain,4,0.0,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4877-2026,domain,5,0.8706553222139366,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,project,PVCB4877-2026,domain,6,0.040470834400940105,2026-09-04T06:34:12+00:00
