entity_type,entity_id,topic_id,weight,analyzed_at
opportunity,98379577,2,0.1284986034469914,2026-09-04T06:34:12+00:00
opportunity,98379577,3,0.06209963545235466,2026-09-04T06:34:12+00:00
opportunity,98379577,4,0.03748683793499622,2026-09-04T06:34:12+00:00
opportunity,98379577,5,0.5048610557365993,2026-09-04T06:34:12+00:00
opportunity,98379577,6,0.0,2026-09-04T06:34:12+00:00
opportunity,98379577,7,0.0,2026-09-04T06:34:12+00:00
opportunity,98379577,8,0.02295388248884621,2026-09-04T06:34:12+00:00
opportunity,98379577,9,0.0029031447214157794,2026-09-04T06:34:12+00:00
opportunity,98379577,10,0.06912954712527589,2026-09-04T06:34:12+00:00
opportunity,98379577,11,0.0,2026-09-04T06:34:12+00:00
opportunity,98379577,12,0.0565228210410031,2026-09-04T06:34:12+00:00
opportunity,98379577,13,0.07189737082618534,2026-09-04T06:34:12+00:00
opportunity,98379579,0,0.09664351683768976,2026-09-04T06:34:12+00:00
opportunity,98379579,1,0.0,2026-09-04T06:34:12+00:00
opportunity,98379579,2,0.037318865791885925,2026-09-04T06:34:12+00:00
opportunity,98379579,3,0.14970473594983635,2026-09-04T06:34:12+00:00
opportunity,98379579,4,0.0,2026-09-04T06:34:12+00:00
opportunity,98379579,5,0.592464819547575,2026-09-04T06:34:12+00:00
opportunity,98379579,6,0.0,2026-09-04T06:34:12+00:00
opportunity,98379579,7,0.031832245270483846,2026-09-04T06:34:12+00:00
opportunity,98379579,8,0.0,2026-09-04T06:34:12+00:00
opportunity,98379579,9,0.0,2026-09-04T06:34:12+00:00
opportunity,98379579,10,0.004285709614923393,2026-09-04T06:34:12+00:00
opportunity,98379579,11,0.0,2026-09-04T06:34:12+00:00
opportunity,98379579,12,0.0,2026-09-04T06:34:12+00:00
opportunity,98379579,13,0.0877501069876056,2026-09-04T06:34:12+00:00
opportunity,98379582,0,0.0,2026-09-04T06:34:12+00:00
opportunity,98379582,1,0.0,2026-09-04T06:34:12+00:00
opportunity,98379582,2,0.06662325683105277,2026-09-04T06:34:12+00:00
opportunity,98379582,3,0.05339117751606729,2026-09-04T06:34:12+00:00
opportunity,98379582,4,0.046899355659540135,2026-09-04T06:34:12+00:00
opportunity,98379582,5,0.5154710763875808,2026-09-04T06:34:12+00:00
opportunity,98379582,6,0.0,2026-09-04T06:34:12+00:00
opportunity,98379582,7,7.042424879858685e-05,2026-09-04T06:34:12+00:00
opportunity,98379582,8,0.0503714770108206,2026-09-04T06:34:12+00:00
opportunity,98379582,9,0.12185491636729022,2026-09-04T06:34:12+00:00
opportunity,98379582,10,0.012166331951649989,2026-09-04T06:34:12+00:00
opportunity,98379582,11,0.0,2026-09-04T06:34:12+00:00
opportunity,98379582,12,0.07550481071489662,2026-09-04T06:34:12+00:00
opportunity,98379582,13,0.05764717331230299,2026-09-04T06:34:12+00:00
opportunity,98379593,0,0.0,2026-09-04T06:34:12+00:00
opportunity,98379593,1,0.0,2026-09-04T06:34:12+00:00
opportunity,98379593,2,0.0,2026-09-04T06:34:12+00:00
opportunity,98379593,3,0.0,2026-09-04T06:34:12+00:00
opportunity,98379593,4,0.003096066005609481,2026-09-04T06:34:12+00:00
opportunity,98379593,5,0.0,2026-09-04T06:34:12+00:00
opportunity,98379593,6,0.0,2026-09-04T06:34:12+00:00
opportunity,98379593,7,0.0,2026-09-04T06:34:12+00:00
opportunity,98379593,8,0.0032799054093500053,2026-09-04T06:34:12+00:00
opportunity,98379593,9,0.0,2026-09-04T06:34:12+00:00
opportunity,98379593,10,0.9822613935813552,2026-09-04T06:34:12+00:00
opportunity,98379593,11,0.0,2026-09-04T06:34:12+00:00
opportunity,98379593,12,0.011362635003685414,2026-09-04T06:34:12+00:00
opportunity,98379593,13,0.0,2026-09-04T06:34:12+00:00
opportunity,98379594,0,0.0,2026-09-04T06:34:12+00:00
opportunity,98379594,1,0.0,2026-09-04T06:34:12+00:00
opportunity,98379594,2,0.0,2026-09-04T06:34:12+00:00
opportunity,98379594,3,0.0,2026-09-04T06:34:12+00:00
opportunity,98379594,4,0.0,2026-09-04T06:34:12+00:00
opportunity,98379594,5,0.0,2026-09-04T06:34:12+00:00
opportunity,98379594,6,0.0,2026-09-04T06:34:12+00:00
opportunity,98379594,7,0.0,2026-09-04T06:34:12+00:00
opportunity,98379594,8,0.0,2026-09-04T06:34:12+00:00
opportunity,98379594,9,0.0,2026-09-04T06:34:12+00:00
opportunity,98379594,10,1.0,2026-09-04T06:34:12+00:00
opportunity,98379594,11,0.0,2026-09-04T06:34:12+00:00
opportunity,98379594,12,0.0,2026-09-04T06:34:12+00:00
opportunity,98379594,13,0.0,2026-09-04T06:34:12+00:00
opportunity,98379597,0,0.0,2026-09-04T06:34:12+00:00
opportunity,98379597,1,0.0,2026-09-04T06:34:12+00:00
opportunity,98379597,2,0.0,2026-09-04T06:34:12+00:00
opportunity,98379597,3,0.0,2026-09-04T06:34:12+00:00
opportunity,98379597,4,0.0,2026-09-04T06:34:12+00:00
opportunity,98379597,5,0.0,2026-09-04T06:34:12+00:00
opportunity,98379597,6,0.0,2026-09-04T06:34:12+00:00
opportunity,98379597,7,0.0,2026-09-04T06:34:12+00:00
opportunity,98379597,8,0.0,2026-09-04T06:34:12+00:00
opportunity,98379597,9,0.0,2026-09-04T06:34:12+00:00
opportunity,98379597,10,1.0,2026-09-04T06:34:12+00:00
opportunity,98379597,11,0.0,2026-09-04T06:34:12+00:00
opportunity,98379597,12,0.0,2026-09-04T06:34:12+00:00
opportunity,98379597,13,0.0,2026-09-04T06:34:12+00:00
opportunity,98379605,0,0.0,2026-09-04T06:34:12+00:00
opportunity,98379605,1,0.0,2026-09-04T06:34:12+00:00
opportunity,98379605,2,0.0,2026-09-04T06:34:12+00:00
opportunity,98379605,3,0.0,2026-09-04T06:34:12+00:00
opportunity,98379605,4,0.0,2026-09-04T06:34:12+00:00
opportunity,98379605,5,0.9771054047776092,2026-09-04T06:34:12+00:00
opportunity,98379605,6,0.0,2026-09-04T06:34:12+00:00
opportunity,98379605,7,0.01247066152260298,2026-09-04T06:34:12+00:00
opportunity,98379605,8,0.0,2026-09-04T06:34:12+00:00
opportunity,98379605,9,0.0,2026-09-04T06:34:12+00:00
opportunity,98379605,10,0.0,2026-09-04T06:34:12+00:00
opportunity,98379605,11,0.010423933699787894,2026-09-04T06:34:12+00:00
opportunity,98379605,12,0.0,2026-09-04T06:34:12+00:00
opportunity,98379605,13,0.0,2026-09-04T06:34:12+00:00
opportunity,98379606,0,0.0,2026-09-04T06:34:12+00:00
opportunity,98379606,1,0.0,2026-09-04T06:34:12+00:00
opportunity,98379606,2,0.0,2026-09-04T06:34:12+00:00
opportunity,98379606,3,0.0,2026-09-04T06:34:12+00:00
opportunity,98379606,4,0.0,2026-09-04T06:34:12+00:00
opportunity,98379606,5,1.0,2026-09-04T06:34:12+00:00
opportunity,98379606,6,0.0,2026-09-04T06:34:12+00:00
opportunity,98379606,7,0.0,2026-09-04T06:34:12+00:00
opportunity,98379606,8,0.0,2026-09-04T06:34:12+00:00
opportunity,98379606,9,0.0,2026-09-04T06:34:12+00:00
opportunity,98379606,10,0.0,2026-09-04T06:34:12+00:00
opportunity,98379606,11,0.0,2026-09-04T06:34:12+00:00
opportunity,98379606,12,0.0,2026-09-04T06:34:12+00:00
opportunity,98379606,13,0.0,2026-09-04T06:34:12+00:00
opportunity,98379607,0,0.0,2026-09-04T06:34:12+00:00
opportunity,98379607,1,0.0,2026-09-04T06:34:12+00:00
opportunity,98379607,2,0.0,2026-09-04T06:34:12+00:00
opportunity,98379607,3,0.0,2026-09-04T06:34:12+00:00
opportunity,98379607,4,0.0,2026-09-04T06:34:12+00:00
opportunity,98379607,5,0.9192281778440566,2026-09-04T06:34:12+00:00
opportunity,98379607,6,0.0,2026-09-04T06:34:12+00:00
opportunity,98379607,7,0.0,2026-09-04T06:34:12+00:00
opportunity,98379607,8,0.0,2026-09-04T06:34:12+00:00
opportunity,98379607,9,0.08077182215594349,2026-09-04T06:34:12+00:00
opportunity,98379607,10,0.0,2026-09-04T06:34:12+00:00
