model_id,entity_type,entity_id,domain_word,domain_char,domain_lsa,domain_bm25f,domain_fit,method_word,method_char,method_lsa,method_bm25f,method_fit,skill_word,skill_char,skill_lsa,skill_bm25f,skill_fit,combined_fit,cluster_id,x,y,analyzed_at
semv2-efe88180e47a6fc1,opportunity,98379538,0.06979842441596834,0.15526561563535782,0.4210202635057053,24.11379877456448,0.7130589641365503,0.02911594984424027,0.17407563192568187,0.4203256070343683,19.55988367299549,0.6390420196302302,0.06324294539038504,0.18450690602625308,0.502618608522401,27.725650139032236,0.8084687061431247,0.7620347713274632,0,-0.13913207426823831,-0.06576321015508262,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379540,0.040623049146153375,0.16645558325996193,0.37894256180681346,14.553373219901523,0.5959971383569036,0.02769570387228552,0.15024192415688417,0.4085011128098668,16.95760309117141,0.5449377641719485,0.018011601098248106,0.14580719376796258,0.4985286197526504,7.805884130134047,0.49039423702438706,0.5443625730994153,0,-0.13913207426823831,-0.06576321015508262,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379543,0.03639149573191532,0.14606748228155,0.37510371557776173,13.520936575441704,0.5331617447575021,0.015205153291837489,0.14078887190990466,0.35171593450203187,10.355546587009961,0.41891715370527893,0.042213346716098055,0.18462942974000274,0.45625889833142086,18.79026195471754,0.6895796517811661,0.5585203876495626,0,-0.13913207426823831,-0.06576321015508262,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379544,0.03553657089673937,0.15581625923167725,0.44837844135808,13.073849184205093,0.5897206062886055,0.02139882614875977,0.17117873743274856,0.41145766221723845,9.407255881322953,0.5210442603990991,0.024769866053776454,0.14690003525295287,0.40392681800823205,9.362791473923926,0.47328331290003706,0.522027202720272,0,-0.13913207426823831,-0.06576321015508262,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379577,0.029139701915793237,0.1253795044695101,0.26044444016914053,11.802607016457312,0.4271350575723999,0.012781408920653787,0.10427567349429154,0.22608581455227023,6.375217351398396,0.31022717378852105,0.01761127668576328,0.11914465583198919,0.16819842833891163,4.850533803272272,0.31752188911944834,0.3376684006936108,0,-0.02738992363265183,0.0074512782616177,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379579,0.02538723220316027,0.11630694224565856,0.2540278564080134,8.04227948974345,0.37595008482619036,0.0038782725636082255,0.09229765013126714,0.21419271830534745,0.9558498142057441,0.25953136493988044,0.007103813501640861,0.10173080919243443,0.1717474432909676,2.2253360736414627,0.28701343340070734,0.29743878906990595,0,-0.02738992363265183,0.0074512782616177,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379582,0.005884272078721743,0.11002847889657698,0.318210551425694,1.314251307030602,0.3111154304460853,0.001274005841635353,0.11374802264662823,0.2502340736166661,0.3583737553374736,0.26689861748733446,0.00720620039214096,0.09619536809432751,0.1664148895291746,2.2253360736414627,0.2820889621615958,0.27571555433068456,0,-0.02738992363265183,0.0074512782616177,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379593,0.008409363115551084,0.1114085544211607,0.3267240048230755,3.2335282675388557,0.32940141868713296,0.004584212043262484,0.08173488354911872,0.2763955057589417,3.844327850124191,0.28196864006234007,0.013018880102418853,0.08482884166185345,0.16817673516277745,6.254460222763155,0.29795733388475326,0.28955092159562956,4,0.05981290269172112,0.1602721369310507,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379594,0.008850357600518137,0.11541713304755727,0.2088301735993059,3.7512194733896305,0.2983691189381823,0.0,0.08501100128979165,0.14056177970972392,0.0,0.24803659286696153,0.015728573777837065,0.07291223008688306,0.13161131859364386,6.512701973320617,0.2970456667118064,0.2740548667945152,4,0.02199553279236319,0.1407216903319394,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379597,0.009150541150002113,0.11140944425197745,0.20123740136726279,3.949241611344519,0.2982598807293834,0.0,0.08694401250665207,0.15321334992046984,0.0,0.2479740627365788,0.01575220479065592,0.07177454797551454,0.12797052542933057,6.512701973320617,0.2955162599550467,0.27282349874226486,4,0.02199553279236319,0.1407216903319394,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379605,0.02636485135748005,0.1362247975549665,0.43628154382870893,8.004073621554161,0.4687823537694707,0.02148458245214192,0.1446757356131217,0.3806133387039789,7.174795381315583,0.42798130973133136,0.048813838421660385,0.12458528926108484,0.3306416476956698,19.560119104651267,0.5597625041303879,0.49208313177424845,0,-0.08724505994374535,-0.08376398805424976,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379606,0.03016654579795618,0.11919225992454276,0.39591235471697744,8.95358496812981,0.45884441960799227,0.003002961891675497,0.12295614125994761,0.30190190341797857,0.427285480071556,0.29035384475813314,0.0028281061129150566,0.09771251678816632,0.3448093541452223,0.7090782339130519,0.32048208787059324,0.3495771519476525,0,-0.08724505994374535,-0.08376398805424976,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379607,0.08171205148623696,0.2257691791804296,0.4801364989444924,27.857123535895017,0.8698666140515628,0.014570575410944447,0.17121699268875273,0.3479194457557497,4.529276151204696,0.44500012203456324,0.06345562386044187,0.1954564047124325,0.513796427252473,21.85058222028318,0.8031040975485421,0.7244363929146538,0,-0.08724505994374535,-0.08376398805424976,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379608,0.03671582525478749,0.15067180598269644,0.3584010887201025,11.536022464562256,0.5312677117630678,0.012108534398302015,0.11796746121595496,0.3443037254959759,3.225355734790296,0.33210861932926133,0.07195195578909477,0.1614795016790081,0.40693170053272126,26.23089919542793,0.7147752376984464,0.5384854940410496,0,-0.08724505994374535,-0.08376398805424976,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379609,0.009971350899939155,0.1553817270831648,0.329082486816249,4.440010318430268,0.4144715695994796,0.023927852447640487,0.16663205359225025,0.3321712818606561,15.220697319195954,0.5239483377563376,0.008976875298294155,0.14130330216475723,0.2831355060509348,2.519234946724888,0.34486494944410107,0.40852545487126596,8,-0.14871706132017257,0.18332141877644229,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379631,0.02334538121342391,0.1591116803919229,0.3380923673176198,11.198661120132238,0.5025827587645116,0.04375006407056836,0.2081776395444249,0.5417002418095018,19.98328434387883,0.7922547115669684,0.05670023675868102,0.14997424796514935,0.40408835701022433,23.424924966838656,0.6664999623711352,0.6927297837410198,0,-0.04163861198834383,-0.07834182957181123,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379632,0.03634081538379851,0.17859376214472356,0.36574992824214675,15.066252094765614,0.6080348434596569,0.07964213396092354,0.21744433379804423,0.5812671418211625,27.916354582359318,0.8989638716552496,0.04799813861237444,0.1927767549654635,0.38070879348147824,9.696376664844092,0.6031465050609732,0.7273693568336425,0,-0.04163861198834383,-0.07834182957181123,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379721,0.05348610290311908,0.21143777933972244,0.5291976435306378,21.06560804283399,0.7757053486429251,0.012268974004056087,0.15059871967767646,0.3599106570912868,2.7139512567644406,0.38642245695721944,0.035517974351199307,0.17127469679571028,0.416804190352213,13.727575322688033,0.5973661404734197,0.5975300625300627,5,-0.20289345825486022,-0.11963236406297043,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379723,0.06699516569493444,0.22859757872169884,0.5073121030353207,23.37922969771427,0.8380673353837912,0.02126432998803993,0.15228991347845888,0.31577045849624497,5.2092411333076925,0.4110351421680158,0.04021333716317581,0.1979965128932854,0.43834773497099927,17.090337020260193,0.6785934575249218,0.6518946586595447,5,-0.20289345825486022,-0.11963236406297043,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379724,0.06843291485870924,0.2226243545294955,0.6209034561692613,24.003977799260774,0.8798353792326395,0.04701151818212196,0.19190664711656838,0.5908180409286251,17.318099317373022,0.7749787567710735,0.050962766057167534,0.20203672915064766,0.5302823990519528,17.96120457405659,0.7684448619988251,0.8567961746248396,5,-0.20289345825486022,-0.11963236406297043,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379725,0.050127305430948885,0.20868931515149639,0.5628595193088308,17.012847921189305,0.7649208204152312,0.00975671425630601,0.11742430648262431,0.3333498455589862,2.533449431454448,0.31253904292924256,0.05339640228145631,0.22939930937290864,0.4533133561834255,21.478912189949682,0.8023868619593922,0.6393867770816284,5,-0.20289345825486022,-0.11963236406297043,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379750,0.004752090549347205,0.13440388900856676,0.293467990352926,1.3494425216147978,0.3131278714198629,0.005888018529587698,0.11218895279828908,0.26784645613066976,4.102593618631691,0.29033976205797507,0.017454368343679402,0.17884102022436488,0.37056852069109775,10.212930008175318,0.4962881707407255,0.35842246187073773,1,0.22299965060070048,0.06245438225507759,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379754,0.013995389153748698,0.16371848061581024,0.3386340180636861,4.102334758921086,0.43380797433451035,0.006543300912162162,0.11149481384039986,0.2693846025320243,4.167004495454332,0.29208540250646586,0.018948698644414157,0.17115806935854663,0.36842212779509764,10.181782964015621,0.48865662610042254,0.3958515363331877,1,0.22299965060070048,0.06245438225507759,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379760,0.005049667890713431,0.12730375748005787,0.2701929872650089,1.3444208844799008,0.29615489916522025,0.017599105190477932,0.12301239911299543,0.2510167448200845,12.463873128609963,0.3760326739299333,0.022181646027582772,0.19860201475852943,0.3459095005797685,11.360270068698856,0.549977081964968,0.4028179393880977,1,0.22299965060070048,0.06245438225507759,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379762,0.009717966684542837,0.13611728705421358,0.2888393339935644,3.3641056636717153,0.33628370512302913,0.0014491117619239184,0.0999475407357438,0.21881569099638762,0.3563725700360955,0.25390267177913356,0.017801411270617233,0.15668970203775448,0.3217973999414202,10.254240707687607,0.43959234862219343,0.3298463779220465,1,0.22299965060070048,0.06245438225507759,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379769,0.0026936472969404206,0.10115065946537857,0.21005833223592404,0.616259506561991,0.25543379662788823,0.012498388460054277,0.10723221220740796,0.2912097125771807,6.332817637747986,0.32760151935678333,0.0029541320578441773,0.12034962300005998,0.24921947378516993,1.5250362589058217,0.3023429045177336,0.28264664356308555,3,-0.00450940750767182,0.1593967119185788,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379771,0.0,0.1104334501075602,0.26492449032695126,0.0,0.26724579124579123,0.0134294785109451,0.1270957384192392,0.334823880067235,9.219827713167675,0.376018812718091,0.027145641240164338,0.18289756144200708,0.35626246380022264,15.088934008012192,0.5705967823246192,0.403668800294073,1,0.23372607226562916,0.08282902139128338,2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,opportunity,98379784,0.05509157944023889,0.17102258086711403,0.4817011735736444,21.380236579342373,0.7062246150660416,0.03179647279183586,0.16480535759717227,0.49462802314420845,15.447945464271697,0.628327664399093,0.07262457638256264,0.17602183264757948,0.4129272016579785,13.106032960443017,0.6665713137961602,0.688047138047138,8,-0.15484179810534549,0.18299661692555025,2026-09-04T06:34:12+00:00
