model_id,corpus_hash,config_json,corpus_stats_json,benchmark_json,created_at
semv2-efe88180e47a6fc1,9ef03a8b481e6b1f44ed1ea6d3dd7815f73fe178e8c098ae0a8305b3c1759143,"{""engine_version"":""2.0.0"",""word_max_features"":18000,""char_max_features"":18000,""lsa_components"":64,""rrf_k"":60,""topic_min_k"":6,""topic_max_k"":14,""topic_min_project_support"":2,""cluster_min_k"":3,""cluster_max_k"":12,""professor_evidence_top_k"":3}","{""opportunities"":187,""projects"":89,""professors"":65,""cluster_diagnostics"":{""selected_k"":12,""silhouette"":0.5999247582727042,""candidates"":[{""k"":3,""silhouette"":0.19459710489774626},{""k"":4,""silhouette"":0.20802574478818872},{""k"":5,""silhouette"":0.21143278948513636},{""k"":6,""silhouette"":0.30521122867839945},{""k"":7,""silhouette"":0.3353108387508125},{""k"":8,""silhouette"":0.41350287371254707},{""k"":9,""silhouette"":0.5101570061702874},{""k"":10,""silhouette"":0.5413540170206166},{""k"":11,""silhouette"":0.5649444415226295},{""k"":12,""silhouette"":0.5999247582727042}]},""topic_k"":{""domain"":14,""methods"":14,""skills"":6}}","{""title_to_body"":{""word"":{""mrr"":0.9113700025464732,""recall_at_1"":0.8449197860962567,""recall_at_5"":0.9946524064171123,""recall_at_10"":1.0},""char"":{""mrr"":0.9003565062388592,""recall_at_1"":0.8342245989304813,""recall_at_5"":1.0,""recall_at_10"":1.0},""lsa"":{""mrr"":0.7339754496840059,""recall_at_1"":0.5614973262032086,""recall_at_5"":0.9732620320855615,""recall_at_10"":0.9893048128342246},""rrf"":{""mrr"":0.9003565062388592,""recall_at_1"":0.8288770053475936,""recall_at_5"":1.0,""recall_at_10"":1.0}},""sibling_plan"":{""word"":{""mrr"":0.54976372452334,""recall_at_1"":0.16666666666666666,""recall_at_5"":0.9551282051282052,""recall_at_10"":0.967948717948718},""char"":{""mrr"":0.5538362538362538,""recall_at_1"":0.16025641025641027,""recall_at_5"":0.967948717948718,""recall_at_10"":0.9807692307692307},""lsa"":{""mrr"":0.6755519943019943,""recall_at_1"":0.3974358974358974,""recall_at_5"":0.967948717948718,""recall_at_10"":0.9935897435897436},""rrf"":{""mrr"":0.5508785196285196,""recall_at_1"":0.15384615384615385,""recall_at_5"":0.9615384615384616,""recall_at_10"":0.9871794871794872}},""cases"":187,""sibling_cases"":156}",2026-09-04T06:34:12+00:00
