model_id,space,topic_id,label,top_terms_json,diagnostics_json,analyzed_at
semv2-efe88180e47a6fc1,domain,10,leveduras / biotecnologicas / biotecnologia,"[""leveduras"",""biotecnologicas"",""biotecnologia"",""culturas"",""leveduras biodiversidade"",""diversidade biotecnologia"",""laboratorio diversidade"",""agricola"",""caatinga"",""crescimento vegetal""]","{""space_diagnostics"":{""candidates"":[{""k"":6,""selection_score"":0.7613326932091351,""npmi"":0.4796716654853286,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.10265573408046202,""dominant_support"":[22,5,18,25,2,17]},{""k"":7,""selection_score"":0.7750295707775907,""npmi"":0.5403399947963402,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.11307714545548453,""dominant_support"":[21,3,19,24,2,17,3]},{""k"":8,""selection_score"":0.786845874453431,""npmi"":0.5910971711315991,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.12417626818074157,""dominant_support"":[21,4,17,13,2,17,2,13]},{""k"":9,""selection_score"":0.7916621020645289,""npmi"":0.6220393977722728,""support_fraction"":1.0,""topic_diversity"":0.9861111111111112,""reconstruction"":0.13354666858567987,""dominant_support"":[12,3,16,13,23,16,2,2,2]},{""k"":10,""selection_score"":0.7910222745504142,""npmi"":0.6230180302227237,""support_fraction"":1.0,""topic_diversity"":0.975,""reconstruction"":0.14279112337246258,""dominant_support"":[21,3,15,13,2,12,2,13,3,5]},{""k"":11,""selection_score"":0.7909275116240272,""npmi"":0.6018555946003741,""support_fraction"":1.0,""topic_diversity"":0.9886363636363636,""reconstruction"":0.15219413317786412,""dominant_support"":[10,3,7,12,2,13,22,2,5,8,5]},{""k"":12,""selection_score"":0.7876284258421964,""npmi"":0.5885084978869125,""support_fraction"":1.0,""topic_diversity"":0.9791666666666666,""reconstruction"":0.16062261954320423,""dominant_support"":[3,3,8,11,2,11,2,11,8,15,3,12]},{""k"":13,""selection_score"":0.7971323620318032,""npmi"":0.6285462784102902,""support_fraction"":1.0,""topic_diversity"":0.9807692307692307,""reconstruction"":0.16846173463932657,""dominant_support"":[11,3,8,13,3,12,2,3,7,3,6,4,14]},{""k"":14,""selection_score"":0.7990514068264167,""npmi"":0.6297180005107496,""support_fraction"":1.0,""topic_diversity"":0.9821428571428571,""reconstruction"":0.17786156863796898,""dominant_support"":[13,3,8,10,3,12,3,2,7,4,4,2,14,4]}],""selected_k"":14,""project_count"":89,""opportunity_count"":187,""vocabulary_size"":7763}}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,domain,11,lucidum / pval / dermocosmetico,"[""lucidum"",""pval"",""dermocosmetico"",""dermatoses"",""cogumelo"",""formulacoes"",""antimicrobiana"",""cogumelos"",""dermocosmeticos"",""ganoderma lucidum""]","{""space_diagnostics"":{""candidates"":[{""k"":6,""selection_score"":0.7613326932091351,""npmi"":0.4796716654853286,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.10265573408046202,""dominant_support"":[22,5,18,25,2,17]},{""k"":7,""selection_score"":0.7750295707775907,""npmi"":0.5403399947963402,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.11307714545548453,""dominant_support"":[21,3,19,24,2,17,3]},{""k"":8,""selection_score"":0.786845874453431,""npmi"":0.5910971711315991,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.12417626818074157,""dominant_support"":[21,4,17,13,2,17,2,13]},{""k"":9,""selection_score"":0.7916621020645289,""npmi"":0.6220393977722728,""support_fraction"":1.0,""topic_diversity"":0.9861111111111112,""reconstruction"":0.13354666858567987,""dominant_support"":[12,3,16,13,23,16,2,2,2]},{""k"":10,""selection_score"":0.7910222745504142,""npmi"":0.6230180302227237,""support_fraction"":1.0,""topic_diversity"":0.975,""reconstruction"":0.14279112337246258,""dominant_support"":[21,3,15,13,2,12,2,13,3,5]},{""k"":11,""selection_score"":0.7909275116240272,""npmi"":0.6018555946003741,""support_fraction"":1.0,""topic_diversity"":0.9886363636363636,""reconstruction"":0.15219413317786412,""dominant_support"":[10,3,7,12,2,13,22,2,5,8,5]},{""k"":12,""selection_score"":0.7876284258421964,""npmi"":0.5885084978869125,""support_fraction"":1.0,""topic_diversity"":0.9791666666666666,""reconstruction"":0.16062261954320423,""dominant_support"":[3,3,8,11,2,11,2,11,8,15,3,12]},{""k"":13,""selection_score"":0.7971323620318032,""npmi"":0.6285462784102902,""support_fraction"":1.0,""topic_diversity"":0.9807692307692307,""reconstruction"":0.16846173463932657,""dominant_support"":[11,3,8,13,3,12,2,3,7,3,6,4,14]},{""k"":14,""selection_score"":0.7990514068264167,""npmi"":0.6297180005107496,""support_fraction"":1.0,""topic_diversity"":0.9821428571428571,""reconstruction"":0.17786156863796898,""dominant_support"":[13,3,8,10,3,12,3,2,7,4,4,2,14,4]}],""selected_k"":14,""project_count"":89,""opportunity_count"":187,""vocabulary_size"":7763}}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,domain,12,ensino / educacao / pedagogicas,"[""ensino"",""educacao"",""pedagogicas"",""ensino biologia"",""aprendizagem"",""professores"",""pedagogica"",""educacionais"",""educacao basica"",""temas""]","{""space_diagnostics"":{""candidates"":[{""k"":6,""selection_score"":0.7613326932091351,""npmi"":0.4796716654853286,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.10265573408046202,""dominant_support"":[22,5,18,25,2,17]},{""k"":7,""selection_score"":0.7750295707775907,""npmi"":0.5403399947963402,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.11307714545548453,""dominant_support"":[21,3,19,24,2,17,3]},{""k"":8,""selection_score"":0.786845874453431,""npmi"":0.5910971711315991,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.12417626818074157,""dominant_support"":[21,4,17,13,2,17,2,13]},{""k"":9,""selection_score"":0.7916621020645289,""npmi"":0.6220393977722728,""support_fraction"":1.0,""topic_diversity"":0.9861111111111112,""reconstruction"":0.13354666858567987,""dominant_support"":[12,3,16,13,23,16,2,2,2]},{""k"":10,""selection_score"":0.7910222745504142,""npmi"":0.6230180302227237,""support_fraction"":1.0,""topic_diversity"":0.975,""reconstruction"":0.14279112337246258,""dominant_support"":[21,3,15,13,2,12,2,13,3,5]},{""k"":11,""selection_score"":0.7909275116240272,""npmi"":0.6018555946003741,""support_fraction"":1.0,""topic_diversity"":0.9886363636363636,""reconstruction"":0.15219413317786412,""dominant_support"":[10,3,7,12,2,13,22,2,5,8,5]},{""k"":12,""selection_score"":0.7876284258421964,""npmi"":0.5885084978869125,""support_fraction"":1.0,""topic_diversity"":0.9791666666666666,""reconstruction"":0.16062261954320423,""dominant_support"":[3,3,8,11,2,11,2,11,8,15,3,12]},{""k"":13,""selection_score"":0.7971323620318032,""npmi"":0.6285462784102902,""support_fraction"":1.0,""topic_diversity"":0.9807692307692307,""reconstruction"":0.16846173463932657,""dominant_support"":[11,3,8,13,3,12,2,3,7,3,6,4,14]},{""k"":14,""selection_score"":0.7990514068264167,""npmi"":0.6297180005107496,""support_fraction"":1.0,""topic_diversity"":0.9821428571428571,""reconstruction"":0.17786156863796898,""dominant_support"":[13,3,8,10,3,12,3,2,7,4,4,2,14,4]}],""selected_k"":14,""project_count"":89,""opportunity_count"":187,""vocabulary_size"":7763}}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,domain,13,virus / orov / oropouche,"[""virus"",""orov"",""oropouche"",""virus oropouche"",""anticorpos"",""viral"",""elisa"",""oropouche orov"",""febre oropouche"",""epitopos""]","{""space_diagnostics"":{""candidates"":[{""k"":6,""selection_score"":0.7613326932091351,""npmi"":0.4796716654853286,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.10265573408046202,""dominant_support"":[22,5,18,25,2,17]},{""k"":7,""selection_score"":0.7750295707775907,""npmi"":0.5403399947963402,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.11307714545548453,""dominant_support"":[21,3,19,24,2,17,3]},{""k"":8,""selection_score"":0.786845874453431,""npmi"":0.5910971711315991,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.12417626818074157,""dominant_support"":[21,4,17,13,2,17,2,13]},{""k"":9,""selection_score"":0.7916621020645289,""npmi"":0.6220393977722728,""support_fraction"":1.0,""topic_diversity"":0.9861111111111112,""reconstruction"":0.13354666858567987,""dominant_support"":[12,3,16,13,23,16,2,2,2]},{""k"":10,""selection_score"":0.7910222745504142,""npmi"":0.6230180302227237,""support_fraction"":1.0,""topic_diversity"":0.975,""reconstruction"":0.14279112337246258,""dominant_support"":[21,3,15,13,2,12,2,13,3,5]},{""k"":11,""selection_score"":0.7909275116240272,""npmi"":0.6018555946003741,""support_fraction"":1.0,""topic_diversity"":0.9886363636363636,""reconstruction"":0.15219413317786412,""dominant_support"":[10,3,7,12,2,13,22,2,5,8,5]},{""k"":12,""selection_score"":0.7876284258421964,""npmi"":0.5885084978869125,""support_fraction"":1.0,""topic_diversity"":0.9791666666666666,""reconstruction"":0.16062261954320423,""dominant_support"":[3,3,8,11,2,11,2,11,8,15,3,12]},{""k"":13,""selection_score"":0.7971323620318032,""npmi"":0.6285462784102902,""support_fraction"":1.0,""topic_diversity"":0.9807692307692307,""reconstruction"":0.16846173463932657,""dominant_support"":[11,3,8,13,3,12,2,3,7,3,6,4,14]},{""k"":14,""selection_score"":0.7990514068264167,""npmi"":0.6297180005107496,""support_fraction"":1.0,""topic_diversity"":0.9821428571428571,""reconstruction"":0.17786156863796898,""dominant_support"":[13,3,8,10,3,12,3,2,7,4,4,2,14,4]}],""selected_k"":14,""project_count"":89,""opportunity_count"":187,""vocabulary_size"":7763}}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,methods,0,mtt / celulas / ng/ml,"[""mtt"",""celulas"",""ng/ml"",""pbs"",""pocos"",""bovino"",""horas"",""seguida celulas"",""meio cultura"",""lavadas pbs""]","{""space_diagnostics"":{""candidates"":[{""k"":6,""selection_score"":0.7869067524282198,""npmi"":0.6105083137357022,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.09870059787386243,""dominant_support"":[9,27,27,3,4,19]},{""k"":7,""selection_score"":0.7867512140139529,""npmi"":0.6023647579407407,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.10852174950536497,""dominant_support"":[9,13,23,3,4,17,20]},{""k"":8,""selection_score"":0.7814832583756601,""npmi"":0.5849669435874579,""support_fraction"":1.0,""topic_diversity"":0.984375,""reconstruction"":0.11743246438779009,""dominant_support"":[7,13,16,3,4,14,20,12]},{""k"":9,""selection_score"":0.7785263627710667,""npmi"":0.5761582709519647,""support_fraction"":1.0,""topic_diversity"":0.9722222222222222,""reconstruction"":0.1256684275748614,""dominant_support"":[7,13,7,4,3,13,21,10,11]},{""k"":10,""selection_score"":0.7887393674142731,""npmi"":0.6053542377185723,""support_fraction"":1.0,""topic_diversity"":0.9875,""reconstruction"":0.13445679913705733,""dominant_support"":[6,13,7,3,3,20,10,9,8,10]},{""k"":11,""selection_score"":0.7875961923117436,""npmi"":0.6033686473793755,""support_fraction"":1.0,""topic_diversity"":0.9772727272727273,""reconstruction"":0.14311944920882014,""dominant_support"":[6,9,11,3,2,8,19,7,12,10,2]},{""k"":12,""selection_score"":0.7986300943934763,""npmi"":0.6401891061388894,""support_fraction"":1.0,""topic_diversity"":0.9895833333333334,""reconstruction"":0.1511707099935442,""dominant_support"":[6,11,9,3,2,17,9,10,4,5,2,11]},{""k"":13,""selection_score"":0.7960357581023327,""npmi"":0.6301215547740477,""support_fraction"":1.0,""topic_diversity"":0.9807692307692307,""reconstruction"":0.15905067329118017,""dominant_support"":[5,9,11,3,4,20,6,11,6,3,2,4,5]},{""k"":14,""selection_score"":0.802429553784029,""npmi"":0.6462317139549464,""support_fraction"":1.0,""topic_diversity"":0.9910714285714286,""reconstruction"":0.16645950185836067,""dominant_support"":[6,11,8,3,2,5,17,7,5,12,3,4,4,2]}],""selected_k"":14,""project_count"":89,""opportunity_count"":187,""vocabulary_size"":5966}}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,methods,1,or / pubmed / of science,"[""or"",""pubmed"",""of science"",""scopus"",""web of"",""web"",""embase"",""science"",""elegiveis"",""scopus web""]","{""space_diagnostics"":{""candidates"":[{""k"":6,""selection_score"":0.7869067524282198,""npmi"":0.6105083137357022,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.09870059787386243,""dominant_support"":[9,27,27,3,4,19]},{""k"":7,""selection_score"":0.7867512140139529,""npmi"":0.6023647579407407,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.10852174950536497,""dominant_support"":[9,13,23,3,4,17,20]},{""k"":8,""selection_score"":0.7814832583756601,""npmi"":0.5849669435874579,""support_fraction"":1.0,""topic_diversity"":0.984375,""reconstruction"":0.11743246438779009,""dominant_support"":[7,13,16,3,4,14,20,12]},{""k"":9,""selection_score"":0.7785263627710667,""npmi"":0.5761582709519647,""support_fraction"":1.0,""topic_diversity"":0.9722222222222222,""reconstruction"":0.1256684275748614,""dominant_support"":[7,13,7,4,3,13,21,10,11]},{""k"":10,""selection_score"":0.7887393674142731,""npmi"":0.6053542377185723,""support_fraction"":1.0,""topic_diversity"":0.9875,""reconstruction"":0.13445679913705733,""dominant_support"":[6,13,7,3,3,20,10,9,8,10]},{""k"":11,""selection_score"":0.7875961923117436,""npmi"":0.6033686473793755,""support_fraction"":1.0,""topic_diversity"":0.9772727272727273,""reconstruction"":0.14311944920882014,""dominant_support"":[6,9,11,3,2,8,19,7,12,10,2]},{""k"":12,""selection_score"":0.7986300943934763,""npmi"":0.6401891061388894,""support_fraction"":1.0,""topic_diversity"":0.9895833333333334,""reconstruction"":0.1511707099935442,""dominant_support"":[6,11,9,3,2,17,9,10,4,5,2,11]},{""k"":13,""selection_score"":0.7960357581023327,""npmi"":0.6301215547740477,""support_fraction"":1.0,""topic_diversity"":0.9807692307692307,""reconstruction"":0.15905067329118017,""dominant_support"":[5,9,11,3,4,20,6,11,6,3,2,4,5]},{""k"":14,""selection_score"":0.802429553784029,""npmi"":0.6462317139549464,""support_fraction"":1.0,""topic_diversity"":0.9910714285714286,""reconstruction"":0.16645950185836067,""dominant_support"":[6,11,8,3,2,5,17,7,5,12,3,4,4,2]}],""selected_k"":14,""project_count"":89,""opportunity_count"":187,""vocabulary_size"":5966}}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,methods,2,tecido / comprimento / hematoxilina,"[""tecido"",""comprimento"",""hematoxilina"",""amostras tecido"",""ventral"",""camera"",""largura"",""amostras obtidas"",""pesca"",""eosina""]","{""space_diagnostics"":{""candidates"":[{""k"":6,""selection_score"":0.7869067524282198,""npmi"":0.6105083137357022,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.09870059787386243,""dominant_support"":[9,27,27,3,4,19]},{""k"":7,""selection_score"":0.7867512140139529,""npmi"":0.6023647579407407,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.10852174950536497,""dominant_support"":[9,13,23,3,4,17,20]},{""k"":8,""selection_score"":0.7814832583756601,""npmi"":0.5849669435874579,""support_fraction"":1.0,""topic_diversity"":0.984375,""reconstruction"":0.11743246438779009,""dominant_support"":[7,13,16,3,4,14,20,12]},{""k"":9,""selection_score"":0.7785263627710667,""npmi"":0.5761582709519647,""support_fraction"":1.0,""topic_diversity"":0.9722222222222222,""reconstruction"":0.1256684275748614,""dominant_support"":[7,13,7,4,3,13,21,10,11]},{""k"":10,""selection_score"":0.7887393674142731,""npmi"":0.6053542377185723,""support_fraction"":1.0,""topic_diversity"":0.9875,""reconstruction"":0.13445679913705733,""dominant_support"":[6,13,7,3,3,20,10,9,8,10]},{""k"":11,""selection_score"":0.7875961923117436,""npmi"":0.6033686473793755,""support_fraction"":1.0,""topic_diversity"":0.9772727272727273,""reconstruction"":0.14311944920882014,""dominant_support"":[6,9,11,3,2,8,19,7,12,10,2]},{""k"":12,""selection_score"":0.7986300943934763,""npmi"":0.6401891061388894,""support_fraction"":1.0,""topic_diversity"":0.9895833333333334,""reconstruction"":0.1511707099935442,""dominant_support"":[6,11,9,3,2,17,9,10,4,5,2,11]},{""k"":13,""selection_score"":0.7960357581023327,""npmi"":0.6301215547740477,""support_fraction"":1.0,""topic_diversity"":0.9807692307692307,""reconstruction"":0.15905067329118017,""dominant_support"":[5,9,11,3,4,20,6,11,6,3,2,4,5]},{""k"":14,""selection_score"":0.802429553784029,""npmi"":0.6462317139549464,""support_fraction"":1.0,""topic_diversity"":0.9910714285714286,""reconstruction"":0.16645950185836067,""dominant_support"":[6,11,8,3,2,5,17,7,5,12,3,4,4,2]}],""selected_k"":14,""project_count"":89,""opportunity_count"":187,""vocabulary_size"":5966}}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,methods,3,relativa baixa / vidro ventilados / animais larvas,"[""relativa baixa"",""vidro ventilados"",""animais larvas"",""ventilados"",""baixa luminosidade"",""umidade relativa"",""inalatoria"",""autoclavados temperatura"",""ventilados autoclavados"",""autoclavados""]","{""space_diagnostics"":{""candidates"":[{""k"":6,""selection_score"":0.7869067524282198,""npmi"":0.6105083137357022,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.09870059787386243,""dominant_support"":[9,27,27,3,4,19]},{""k"":7,""selection_score"":0.7867512140139529,""npmi"":0.6023647579407407,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.10852174950536497,""dominant_support"":[9,13,23,3,4,17,20]},{""k"":8,""selection_score"":0.7814832583756601,""npmi"":0.5849669435874579,""support_fraction"":1.0,""topic_diversity"":0.984375,""reconstruction"":0.11743246438779009,""dominant_support"":[7,13,16,3,4,14,20,12]},{""k"":9,""selection_score"":0.7785263627710667,""npmi"":0.5761582709519647,""support_fraction"":1.0,""topic_diversity"":0.9722222222222222,""reconstruction"":0.1256684275748614,""dominant_support"":[7,13,7,4,3,13,21,10,11]},{""k"":10,""selection_score"":0.7887393674142731,""npmi"":0.6053542377185723,""support_fraction"":1.0,""topic_diversity"":0.9875,""reconstruction"":0.13445679913705733,""dominant_support"":[6,13,7,3,3,20,10,9,8,10]},{""k"":11,""selection_score"":0.7875961923117436,""npmi"":0.6033686473793755,""support_fraction"":1.0,""topic_diversity"":0.9772727272727273,""reconstruction"":0.14311944920882014,""dominant_support"":[6,9,11,3,2,8,19,7,12,10,2]},{""k"":12,""selection_score"":0.7986300943934763,""npmi"":0.6401891061388894,""support_fraction"":1.0,""topic_diversity"":0.9895833333333334,""reconstruction"":0.1511707099935442,""dominant_support"":[6,11,9,3,2,17,9,10,4,5,2,11]},{""k"":13,""selection_score"":0.7960357581023327,""npmi"":0.6301215547740477,""support_fraction"":1.0,""topic_diversity"":0.9807692307692307,""reconstruction"":0.15905067329118017,""dominant_support"":[5,9,11,3,4,20,6,11,6,3,2,4,5]},{""k"":14,""selection_score"":0.802429553784029,""npmi"":0.6462317139549464,""support_fraction"":1.0,""topic_diversity"":0.9910714285714286,""reconstruction"":0.16645950185836067,""dominant_support"":[6,11,8,3,2,5,17,7,5,12,3,4,4,2]}],""selected_k"":14,""project_count"":89,""opportunity_count"":187,""vocabulary_size"":5966}}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,methods,4,moluscos / concha / fragmento,"[""moluscos"",""concha"",""fragmento"",""ponto coleta"",""colecao hidrica"",""pool"",""pool moluscos"",""numero moluscos"",""promega"",""coordenadas""]","{""space_diagnostics"":{""candidates"":[{""k"":6,""selection_score"":0.7869067524282198,""npmi"":0.6105083137357022,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.09870059787386243,""dominant_support"":[9,27,27,3,4,19]},{""k"":7,""selection_score"":0.7867512140139529,""npmi"":0.6023647579407407,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.10852174950536497,""dominant_support"":[9,13,23,3,4,17,20]},{""k"":8,""selection_score"":0.7814832583756601,""npmi"":0.5849669435874579,""support_fraction"":1.0,""topic_diversity"":0.984375,""reconstruction"":0.11743246438779009,""dominant_support"":[7,13,16,3,4,14,20,12]},{""k"":9,""selection_score"":0.7785263627710667,""npmi"":0.5761582709519647,""support_fraction"":1.0,""topic_diversity"":0.9722222222222222,""reconstruction"":0.1256684275748614,""dominant_support"":[7,13,7,4,3,13,21,10,11]},{""k"":10,""selection_score"":0.7887393674142731,""npmi"":0.6053542377185723,""support_fraction"":1.0,""topic_diversity"":0.9875,""reconstruction"":0.13445679913705733,""dominant_support"":[6,13,7,3,3,20,10,9,8,10]},{""k"":11,""selection_score"":0.7875961923117436,""npmi"":0.6033686473793755,""support_fraction"":1.0,""topic_diversity"":0.9772727272727273,""reconstruction"":0.14311944920882014,""dominant_support"":[6,9,11,3,2,8,19,7,12,10,2]},{""k"":12,""selection_score"":0.7986300943934763,""npmi"":0.6401891061388894,""support_fraction"":1.0,""topic_diversity"":0.9895833333333334,""reconstruction"":0.1511707099935442,""dominant_support"":[6,11,9,3,2,17,9,10,4,5,2,11]},{""k"":13,""selection_score"":0.7960357581023327,""npmi"":0.6301215547740477,""support_fraction"":1.0,""topic_diversity"":0.9807692307692307,""reconstruction"":0.15905067329118017,""dominant_support"":[5,9,11,3,4,20,6,11,6,3,2,4,5]},{""k"":14,""selection_score"":0.802429553784029,""npmi"":0.6462317139549464,""support_fraction"":1.0,""topic_diversity"":0.9910714285714286,""reconstruction"":0.16645950185836067,""dominant_support"":[6,11,8,3,2,5,17,7,5,12,3,4,4,2]}],""selected_k"":14,""project_count"":89,""opportunity_count"":187,""vocabulary_size"":5966}}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,methods,5,agar / leveduras / cultivados,"[""agar"",""leveduras"",""cultivados"",""ypd"",""dias"",""rpm"",""destilada"",""agua destilada"",""plantulas"",""ml solucao""]","{""space_diagnostics"":{""candidates"":[{""k"":6,""selection_score"":0.7869067524282198,""npmi"":0.6105083137357022,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.09870059787386243,""dominant_support"":[9,27,27,3,4,19]},{""k"":7,""selection_score"":0.7867512140139529,""npmi"":0.6023647579407407,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.10852174950536497,""dominant_support"":[9,13,23,3,4,17,20]},{""k"":8,""selection_score"":0.7814832583756601,""npmi"":0.5849669435874579,""support_fraction"":1.0,""topic_diversity"":0.984375,""reconstruction"":0.11743246438779009,""dominant_support"":[7,13,16,3,4,14,20,12]},{""k"":9,""selection_score"":0.7785263627710667,""npmi"":0.5761582709519647,""support_fraction"":1.0,""topic_diversity"":0.9722222222222222,""reconstruction"":0.1256684275748614,""dominant_support"":[7,13,7,4,3,13,21,10,11]},{""k"":10,""selection_score"":0.7887393674142731,""npmi"":0.6053542377185723,""support_fraction"":1.0,""topic_diversity"":0.9875,""reconstruction"":0.13445679913705733,""dominant_support"":[6,13,7,3,3,20,10,9,8,10]},{""k"":11,""selection_score"":0.7875961923117436,""npmi"":0.6033686473793755,""support_fraction"":1.0,""topic_diversity"":0.9772727272727273,""reconstruction"":0.14311944920882014,""dominant_support"":[6,9,11,3,2,8,19,7,12,10,2]},{""k"":12,""selection_score"":0.7986300943934763,""npmi"":0.6401891061388894,""support_fraction"":1.0,""topic_diversity"":0.9895833333333334,""reconstruction"":0.1511707099935442,""dominant_support"":[6,11,9,3,2,17,9,10,4,5,2,11]},{""k"":13,""selection_score"":0.7960357581023327,""npmi"":0.6301215547740477,""support_fraction"":1.0,""topic_diversity"":0.9807692307692307,""reconstruction"":0.15905067329118017,""dominant_support"":[5,9,11,3,4,20,6,11,6,3,2,4,5]},{""k"":14,""selection_score"":0.802429553784029,""npmi"":0.6462317139549464,""support_fraction"":1.0,""topic_diversity"":0.9910714285714286,""reconstruction"":0.16645950185836067,""dominant_support"":[6,11,8,3,2,5,17,7,5,12,3,4,4,2]}],""selected_k"":14,""project_count"":89,""opportunity_count"":187,""vocabulary_size"":5966}}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,methods,6,exploracao material / pre-analise / ensino,"[""exploracao material"",""pre-analise"",""ensino"",""ac"",""educacao"",""conteudos"",""bardin"",""pre-analise exploracao"",""material tratamento"",""momentos""]","{""space_diagnostics"":{""candidates"":[{""k"":6,""selection_score"":0.7869067524282198,""npmi"":0.6105083137357022,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.09870059787386243,""dominant_support"":[9,27,27,3,4,19]},{""k"":7,""selection_score"":0.7867512140139529,""npmi"":0.6023647579407407,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.10852174950536497,""dominant_support"":[9,13,23,3,4,17,20]},{""k"":8,""selection_score"":0.7814832583756601,""npmi"":0.5849669435874579,""support_fraction"":1.0,""topic_diversity"":0.984375,""reconstruction"":0.11743246438779009,""dominant_support"":[7,13,16,3,4,14,20,12]},{""k"":9,""selection_score"":0.7785263627710667,""npmi"":0.5761582709519647,""support_fraction"":1.0,""topic_diversity"":0.9722222222222222,""reconstruction"":0.1256684275748614,""dominant_support"":[7,13,7,4,3,13,21,10,11]},{""k"":10,""selection_score"":0.7887393674142731,""npmi"":0.6053542377185723,""support_fraction"":1.0,""topic_diversity"":0.9875,""reconstruction"":0.13445679913705733,""dominant_support"":[6,13,7,3,3,20,10,9,8,10]},{""k"":11,""selection_score"":0.7875961923117436,""npmi"":0.6033686473793755,""support_fraction"":1.0,""topic_diversity"":0.9772727272727273,""reconstruction"":0.14311944920882014,""dominant_support"":[6,9,11,3,2,8,19,7,12,10,2]},{""k"":12,""selection_score"":0.7986300943934763,""npmi"":0.6401891061388894,""support_fraction"":1.0,""topic_diversity"":0.9895833333333334,""reconstruction"":0.1511707099935442,""dominant_support"":[6,11,9,3,2,17,9,10,4,5,2,11]},{""k"":13,""selection_score"":0.7960357581023327,""npmi"":0.6301215547740477,""support_fraction"":1.0,""topic_diversity"":0.9807692307692307,""reconstruction"":0.15905067329118017,""dominant_support"":[5,9,11,3,4,20,6,11,6,3,2,4,5]},{""k"":14,""selection_score"":0.802429553784029,""npmi"":0.6462317139549464,""support_fraction"":1.0,""topic_diversity"":0.9910714285714286,""reconstruction"":0.16645950185836067,""dominant_support"":[6,11,8,3,2,5,17,7,5,12,3,4,4,2]}],""selected_k"":14,""project_count"":89,""opportunity_count"":187,""vocabulary_size"":5966}}",2026-09-04T06:34:12+00:00
