model_id,space,topic_id,label,top_terms_json,diagnostics_json,analyzed_at
semv2-efe88180e47a6fc1,methods,7,amostras soro / soro / prnt90,"[""amostras soro"",""soro"",""prnt90"",""reducao placas"",""igg"",""anticorpos"",""placas lise"",""lise"",""virus"",""sangue""]","{""space_diagnostics"":{""candidates"":[{""k"":6,""selection_score"":0.7869067524282198,""npmi"":0.6105083137357022,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.09870059787386243,""dominant_support"":[9,27,27,3,4,19]},{""k"":7,""selection_score"":0.7867512140139529,""npmi"":0.6023647579407407,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.10852174950536497,""dominant_support"":[9,13,23,3,4,17,20]},{""k"":8,""selection_score"":0.7814832583756601,""npmi"":0.5849669435874579,""support_fraction"":1.0,""topic_diversity"":0.984375,""reconstruction"":0.11743246438779009,""dominant_support"":[7,13,16,3,4,14,20,12]},{""k"":9,""selection_score"":0.7785263627710667,""npmi"":0.5761582709519647,""support_fraction"":1.0,""topic_diversity"":0.9722222222222222,""reconstruction"":0.1256684275748614,""dominant_support"":[7,13,7,4,3,13,21,10,11]},{""k"":10,""selection_score"":0.7887393674142731,""npmi"":0.6053542377185723,""support_fraction"":1.0,""topic_diversity"":0.9875,""reconstruction"":0.13445679913705733,""dominant_support"":[6,13,7,3,3,20,10,9,8,10]},{""k"":11,""selection_score"":0.7875961923117436,""npmi"":0.6033686473793755,""support_fraction"":1.0,""topic_diversity"":0.9772727272727273,""reconstruction"":0.14311944920882014,""dominant_support"":[6,9,11,3,2,8,19,7,12,10,2]},{""k"":12,""selection_score"":0.7986300943934763,""npmi"":0.6401891061388894,""support_fraction"":1.0,""topic_diversity"":0.9895833333333334,""reconstruction"":0.1511707099935442,""dominant_support"":[6,11,9,3,2,17,9,10,4,5,2,11]},{""k"":13,""selection_score"":0.7960357581023327,""npmi"":0.6301215547740477,""support_fraction"":1.0,""topic_diversity"":0.9807692307692307,""reconstruction"":0.15905067329118017,""dominant_support"":[5,9,11,3,4,20,6,11,6,3,2,4,5]},{""k"":14,""selection_score"":0.802429553784029,""npmi"":0.6462317139549464,""support_fraction"":1.0,""topic_diversity"":0.9910714285714286,""reconstruction"":0.16645950185836067,""dominant_support"":[6,11,8,3,2,5,17,7,5,12,3,4,4,2]}],""selected_k"":14,""project_count"":89,""opportunity_count"":187,""vocabulary_size"":5966}}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,methods,8,meio padrao / moscas / periodicamente novos,"[""meio padrao"",""moscas"",""periodicamente novos"",""novos frascos"",""frascos"",""animais expostos"",""anestesia"",""drosophila"",""forma padronizada"",""locomotora""]","{""space_diagnostics"":{""candidates"":[{""k"":6,""selection_score"":0.7869067524282198,""npmi"":0.6105083137357022,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.09870059787386243,""dominant_support"":[9,27,27,3,4,19]},{""k"":7,""selection_score"":0.7867512140139529,""npmi"":0.6023647579407407,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.10852174950536497,""dominant_support"":[9,13,23,3,4,17,20]},{""k"":8,""selection_score"":0.7814832583756601,""npmi"":0.5849669435874579,""support_fraction"":1.0,""topic_diversity"":0.984375,""reconstruction"":0.11743246438779009,""dominant_support"":[7,13,16,3,4,14,20,12]},{""k"":9,""selection_score"":0.7785263627710667,""npmi"":0.5761582709519647,""support_fraction"":1.0,""topic_diversity"":0.9722222222222222,""reconstruction"":0.1256684275748614,""dominant_support"":[7,13,7,4,3,13,21,10,11]},{""k"":10,""selection_score"":0.7887393674142731,""npmi"":0.6053542377185723,""support_fraction"":1.0,""topic_diversity"":0.9875,""reconstruction"":0.13445679913705733,""dominant_support"":[6,13,7,3,3,20,10,9,8,10]},{""k"":11,""selection_score"":0.7875961923117436,""npmi"":0.6033686473793755,""support_fraction"":1.0,""topic_diversity"":0.9772727272727273,""reconstruction"":0.14311944920882014,""dominant_support"":[6,9,11,3,2,8,19,7,12,10,2]},{""k"":12,""selection_score"":0.7986300943934763,""npmi"":0.6401891061388894,""support_fraction"":1.0,""topic_diversity"":0.9895833333333334,""reconstruction"":0.1511707099935442,""dominant_support"":[6,11,9,3,2,17,9,10,4,5,2,11]},{""k"":13,""selection_score"":0.7960357581023327,""npmi"":0.6301215547740477,""support_fraction"":1.0,""topic_diversity"":0.9807692307692307,""reconstruction"":0.15905067329118017,""dominant_support"":[5,9,11,3,4,20,6,11,6,3,2,4,5]},{""k"":14,""selection_score"":0.802429553784029,""npmi"":0.6462317139549464,""support_fraction"":1.0,""topic_diversity"":0.9910714285714286,""reconstruction"":0.16645950185836067,""dominant_support"":[6,11,8,3,2,5,17,7,5,12,3,4,4,2]}],""selected_k"":14,""project_count"":89,""opportunity_count"":187,""vocabulary_size"":5966}}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,methods,9,municipio residencia / municipio / variaveis,"[""municipio residencia"",""municipio"",""variaveis"",""espacial"",""trata-se ecologico"",""ibge"",""mensais"",""pertinente"",""estimativas populacionais"",""incluirao""]","{""space_diagnostics"":{""candidates"":[{""k"":6,""selection_score"":0.7869067524282198,""npmi"":0.6105083137357022,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.09870059787386243,""dominant_support"":[9,27,27,3,4,19]},{""k"":7,""selection_score"":0.7867512140139529,""npmi"":0.6023647579407407,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.10852174950536497,""dominant_support"":[9,13,23,3,4,17,20]},{""k"":8,""selection_score"":0.7814832583756601,""npmi"":0.5849669435874579,""support_fraction"":1.0,""topic_diversity"":0.984375,""reconstruction"":0.11743246438779009,""dominant_support"":[7,13,16,3,4,14,20,12]},{""k"":9,""selection_score"":0.7785263627710667,""npmi"":0.5761582709519647,""support_fraction"":1.0,""topic_diversity"":0.9722222222222222,""reconstruction"":0.1256684275748614,""dominant_support"":[7,13,7,4,3,13,21,10,11]},{""k"":10,""selection_score"":0.7887393674142731,""npmi"":0.6053542377185723,""support_fraction"":1.0,""topic_diversity"":0.9875,""reconstruction"":0.13445679913705733,""dominant_support"":[6,13,7,3,3,20,10,9,8,10]},{""k"":11,""selection_score"":0.7875961923117436,""npmi"":0.6033686473793755,""support_fraction"":1.0,""topic_diversity"":0.9772727272727273,""reconstruction"":0.14311944920882014,""dominant_support"":[6,9,11,3,2,8,19,7,12,10,2]},{""k"":12,""selection_score"":0.7986300943934763,""npmi"":0.6401891061388894,""support_fraction"":1.0,""topic_diversity"":0.9895833333333334,""reconstruction"":0.1511707099935442,""dominant_support"":[6,11,9,3,2,17,9,10,4,5,2,11]},{""k"":13,""selection_score"":0.7960357581023327,""npmi"":0.6301215547740477,""support_fraction"":1.0,""topic_diversity"":0.9807692307692307,""reconstruction"":0.15905067329118017,""dominant_support"":[5,9,11,3,4,20,6,11,6,3,2,4,5]},{""k"":14,""selection_score"":0.802429553784029,""npmi"":0.6462317139549464,""support_fraction"":1.0,""topic_diversity"":0.9910714285714286,""reconstruction"":0.16645950185836067,""dominant_support"":[6,11,8,3,2,5,17,7,5,12,3,4,4,2]}],""selected_k"":14,""project_count"":89,""opportunity_count"":187,""vocabulary_size"":5966}}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,methods,10,apresentacao caic / formatacao / treinamento inicial,"[""apresentacao caic"",""formatacao"",""treinamento inicial"",""proposta pesquisador"",""versao final"",""final manuscrito"",""formatacao final"",""diagrama prisma"",""prisma checklist"",""mapear descritores""]","{""space_diagnostics"":{""candidates"":[{""k"":6,""selection_score"":0.7869067524282198,""npmi"":0.6105083137357022,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.09870059787386243,""dominant_support"":[9,27,27,3,4,19]},{""k"":7,""selection_score"":0.7867512140139529,""npmi"":0.6023647579407407,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.10852174950536497,""dominant_support"":[9,13,23,3,4,17,20]},{""k"":8,""selection_score"":0.7814832583756601,""npmi"":0.5849669435874579,""support_fraction"":1.0,""topic_diversity"":0.984375,""reconstruction"":0.11743246438779009,""dominant_support"":[7,13,16,3,4,14,20,12]},{""k"":9,""selection_score"":0.7785263627710667,""npmi"":0.5761582709519647,""support_fraction"":1.0,""topic_diversity"":0.9722222222222222,""reconstruction"":0.1256684275748614,""dominant_support"":[7,13,7,4,3,13,21,10,11]},{""k"":10,""selection_score"":0.7887393674142731,""npmi"":0.6053542377185723,""support_fraction"":1.0,""topic_diversity"":0.9875,""reconstruction"":0.13445679913705733,""dominant_support"":[6,13,7,3,3,20,10,9,8,10]},{""k"":11,""selection_score"":0.7875961923117436,""npmi"":0.6033686473793755,""support_fraction"":1.0,""topic_diversity"":0.9772727272727273,""reconstruction"":0.14311944920882014,""dominant_support"":[6,9,11,3,2,8,19,7,12,10,2]},{""k"":12,""selection_score"":0.7986300943934763,""npmi"":0.6401891061388894,""support_fraction"":1.0,""topic_diversity"":0.9895833333333334,""reconstruction"":0.1511707099935442,""dominant_support"":[6,11,9,3,2,17,9,10,4,5,2,11]},{""k"":13,""selection_score"":0.7960357581023327,""npmi"":0.6301215547740477,""support_fraction"":1.0,""topic_diversity"":0.9807692307692307,""reconstruction"":0.15905067329118017,""dominant_support"":[5,9,11,3,4,20,6,11,6,3,2,4,5]},{""k"":14,""selection_score"":0.802429553784029,""npmi"":0.6462317139549464,""support_fraction"":1.0,""topic_diversity"":0.9910714285714286,""reconstruction"":0.16645950185836067,""dominant_support"":[6,11,8,3,2,5,17,7,5,12,3,4,4,2]}],""selected_k"":14,""project_count"":89,""opportunity_count"":187,""vocabulary_size"":5966}}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,methods,11,ruim / ruim ruim / ultimos meses,"[""ruim"",""ruim ruim"",""ultimos meses"",""regular ruim"",""bom bom"",""autopercepcao"",""regular"",""autopercepcao saude"",""bom"",""transversal""]","{""space_diagnostics"":{""candidates"":[{""k"":6,""selection_score"":0.7869067524282198,""npmi"":0.6105083137357022,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.09870059787386243,""dominant_support"":[9,27,27,3,4,19]},{""k"":7,""selection_score"":0.7867512140139529,""npmi"":0.6023647579407407,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.10852174950536497,""dominant_support"":[9,13,23,3,4,17,20]},{""k"":8,""selection_score"":0.7814832583756601,""npmi"":0.5849669435874579,""support_fraction"":1.0,""topic_diversity"":0.984375,""reconstruction"":0.11743246438779009,""dominant_support"":[7,13,16,3,4,14,20,12]},{""k"":9,""selection_score"":0.7785263627710667,""npmi"":0.5761582709519647,""support_fraction"":1.0,""topic_diversity"":0.9722222222222222,""reconstruction"":0.1256684275748614,""dominant_support"":[7,13,7,4,3,13,21,10,11]},{""k"":10,""selection_score"":0.7887393674142731,""npmi"":0.6053542377185723,""support_fraction"":1.0,""topic_diversity"":0.9875,""reconstruction"":0.13445679913705733,""dominant_support"":[6,13,7,3,3,20,10,9,8,10]},{""k"":11,""selection_score"":0.7875961923117436,""npmi"":0.6033686473793755,""support_fraction"":1.0,""topic_diversity"":0.9772727272727273,""reconstruction"":0.14311944920882014,""dominant_support"":[6,9,11,3,2,8,19,7,12,10,2]},{""k"":12,""selection_score"":0.7986300943934763,""npmi"":0.6401891061388894,""support_fraction"":1.0,""topic_diversity"":0.9895833333333334,""reconstruction"":0.1511707099935442,""dominant_support"":[6,11,9,3,2,17,9,10,4,5,2,11]},{""k"":13,""selection_score"":0.7960357581023327,""npmi"":0.6301215547740477,""support_fraction"":1.0,""topic_diversity"":0.9807692307692307,""reconstruction"":0.15905067329118017,""dominant_support"":[5,9,11,3,4,20,6,11,6,3,2,4,5]},{""k"":14,""selection_score"":0.802429553784029,""npmi"":0.6462317139549464,""support_fraction"":1.0,""topic_diversity"":0.9910714285714286,""reconstruction"":0.16645950185836067,""dominant_support"":[6,11,8,3,2,5,17,7,5,12,3,4,4,2]}],""selected_k"":14,""project_count"":89,""opportunity_count"":187,""vocabulary_size"":5966}}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,methods,12,placebo / uacap / clinicas anatomia,"[""placebo"",""uacap"",""clinicas anatomia"",""protocolos metodologicos"",""microbioma"",""eb"",""gram-negativas"",""gram-positivas"",""cross-over"",""alternativamente""]","{""space_diagnostics"":{""candidates"":[{""k"":6,""selection_score"":0.7869067524282198,""npmi"":0.6105083137357022,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.09870059787386243,""dominant_support"":[9,27,27,3,4,19]},{""k"":7,""selection_score"":0.7867512140139529,""npmi"":0.6023647579407407,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.10852174950536497,""dominant_support"":[9,13,23,3,4,17,20]},{""k"":8,""selection_score"":0.7814832583756601,""npmi"":0.5849669435874579,""support_fraction"":1.0,""topic_diversity"":0.984375,""reconstruction"":0.11743246438779009,""dominant_support"":[7,13,16,3,4,14,20,12]},{""k"":9,""selection_score"":0.7785263627710667,""npmi"":0.5761582709519647,""support_fraction"":1.0,""topic_diversity"":0.9722222222222222,""reconstruction"":0.1256684275748614,""dominant_support"":[7,13,7,4,3,13,21,10,11]},{""k"":10,""selection_score"":0.7887393674142731,""npmi"":0.6053542377185723,""support_fraction"":1.0,""topic_diversity"":0.9875,""reconstruction"":0.13445679913705733,""dominant_support"":[6,13,7,3,3,20,10,9,8,10]},{""k"":11,""selection_score"":0.7875961923117436,""npmi"":0.6033686473793755,""support_fraction"":1.0,""topic_diversity"":0.9772727272727273,""reconstruction"":0.14311944920882014,""dominant_support"":[6,9,11,3,2,8,19,7,12,10,2]},{""k"":12,""selection_score"":0.7986300943934763,""npmi"":0.6401891061388894,""support_fraction"":1.0,""topic_diversity"":0.9895833333333334,""reconstruction"":0.1511707099935442,""dominant_support"":[6,11,9,3,2,17,9,10,4,5,2,11]},{""k"":13,""selection_score"":0.7960357581023327,""npmi"":0.6301215547740477,""support_fraction"":1.0,""topic_diversity"":0.9807692307692307,""reconstruction"":0.15905067329118017,""dominant_support"":[5,9,11,3,4,20,6,11,6,3,2,4,5]},{""k"":14,""selection_score"":0.802429553784029,""npmi"":0.6462317139549464,""support_fraction"":1.0,""topic_diversity"":0.9910714285714286,""reconstruction"":0.16645950185836067,""dominant_support"":[6,11,8,3,2,5,17,7,5,12,3,4,4,2]}],""selected_k"":14,""project_count"":89,""opportunity_count"":187,""vocabulary_size"":5966}}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,methods,13,diariamente / embrioes / femeas,"[""diariamente"",""embrioes"",""femeas"",""eclodidos"",""eclosao"",""desova"",""apos eclosao"",""musgo"",""primeira"",""cm""]","{""space_diagnostics"":{""candidates"":[{""k"":6,""selection_score"":0.7869067524282198,""npmi"":0.6105083137357022,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.09870059787386243,""dominant_support"":[9,27,27,3,4,19]},{""k"":7,""selection_score"":0.7867512140139529,""npmi"":0.6023647579407407,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.10852174950536497,""dominant_support"":[9,13,23,3,4,17,20]},{""k"":8,""selection_score"":0.7814832583756601,""npmi"":0.5849669435874579,""support_fraction"":1.0,""topic_diversity"":0.984375,""reconstruction"":0.11743246438779009,""dominant_support"":[7,13,16,3,4,14,20,12]},{""k"":9,""selection_score"":0.7785263627710667,""npmi"":0.5761582709519647,""support_fraction"":1.0,""topic_diversity"":0.9722222222222222,""reconstruction"":0.1256684275748614,""dominant_support"":[7,13,7,4,3,13,21,10,11]},{""k"":10,""selection_score"":0.7887393674142731,""npmi"":0.6053542377185723,""support_fraction"":1.0,""topic_diversity"":0.9875,""reconstruction"":0.13445679913705733,""dominant_support"":[6,13,7,3,3,20,10,9,8,10]},{""k"":11,""selection_score"":0.7875961923117436,""npmi"":0.6033686473793755,""support_fraction"":1.0,""topic_diversity"":0.9772727272727273,""reconstruction"":0.14311944920882014,""dominant_support"":[6,9,11,3,2,8,19,7,12,10,2]},{""k"":12,""selection_score"":0.7986300943934763,""npmi"":0.6401891061388894,""support_fraction"":1.0,""topic_diversity"":0.9895833333333334,""reconstruction"":0.1511707099935442,""dominant_support"":[6,11,9,3,2,17,9,10,4,5,2,11]},{""k"":13,""selection_score"":0.7960357581023327,""npmi"":0.6301215547740477,""support_fraction"":1.0,""topic_diversity"":0.9807692307692307,""reconstruction"":0.15905067329118017,""dominant_support"":[5,9,11,3,4,20,6,11,6,3,2,4,5]},{""k"":14,""selection_score"":0.802429553784029,""npmi"":0.6462317139549464,""support_fraction"":1.0,""topic_diversity"":0.9910714285714286,""reconstruction"":0.16645950185836067,""dominant_support"":[6,11,8,3,2,5,17,7,5,12,3,4,4,2]}],""selected_k"":14,""project_count"":89,""opportunity_count"":187,""vocabulary_size"":5966}}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,skills,0,critica / comunicacao / leitura critica,"[""critica"",""comunicacao"",""leitura critica"",""interpretacao"",""critico"",""pensamento"",""redacao"",""capacidade"",""pensamento critico"",""relacionadas""]","{""space_diagnostics"":{""candidates"":[{""k"":6,""selection_score"":0.8276895951759259,""npmi"":0.7938983833286125,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.12606612340135614,""dominant_support"":[74,5,2,3,2,3]},{""k"":7,""selection_score"":0.8125070095048209,""npmi"":0.7082537051143396,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.1390417898796864,""dominant_support"":[43,5,2,2,2,3,32]},{""k"":8,""selection_score"":0.802330619239653,""npmi"":0.6643131022799044,""support_fraction"":1.0,""topic_diversity"":0.984375,""reconstruction"":0.15061999189114728,""dominant_support"":[39,5,2,2,2,3,17,19]},{""k"":9,""selection_score"":0.7962018916515616,""npmi"":0.6102420424927053,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.1610232210201371,""dominant_support"":[38,5,3,2,2,3,14,15,7]},{""k"":10,""selection_score"":0.7906149529686717,""npmi"":0.5869562479507342,""support_fraction"":1.0,""topic_diversity"":0.9875,""reconstruction"":0.17149135585683195,""dominant_support"":[12,4,2,2,2,2,11,10,12,32]},{""k"":11,""selection_score"":0.7909379795259139,""npmi"":0.5912983981399115,""support_fraction"":1.0,""topic_diversity"":0.9772727272727273,""reconstruction"":0.18149169628924133,""dominant_support"":[9,4,2,2,2,2,11,11,41,3,2]},{""k"":12,""selection_score"":0.7937842955195873,""npmi"":0.5848677491002158,""support_fraction"":1.0,""topic_diversity"":0.9895833333333334,""reconstruction"":0.19262719355251523,""dominant_support"":[6,4,2,2,2,2,10,11,6,35,4,5]},{""k"":13,""selection_score"":0.7921029567333557,""npmi"":0.5586693500458384,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.20246057816125396,""dominant_support"":[2,4,2,2,2,2,9,5,6,32,10,5,8]},{""k"":14,""selection_score"":0.7753289536391107,""npmi"":0.512775636715035,""support_fraction"":1.0,""topic_diversity"":0.9553571428571429,""reconstruction"":0.2113493181645011,""dominant_support"":[19,4,2,2,2,3,7,9,2,16,4,7,7,5]}],""selected_k"":6,""project_count"":89,""opportunity_count"":187,""vocabulary_size"":1840}}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,skills,1,analises clinicas / pos stricto / stricto sensu,"[""analises clinicas"",""pos stricto"",""stricto sensu"",""tcc"",""pos"",""ambulatoriais experiencia"",""escrita relatorios"",""estagio unidade"",""hospitalar creb"",""experiencia academica""]","{""space_diagnostics"":{""candidates"":[{""k"":6,""selection_score"":0.8276895951759259,""npmi"":0.7938983833286125,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.12606612340135614,""dominant_support"":[74,5,2,3,2,3]},{""k"":7,""selection_score"":0.8125070095048209,""npmi"":0.7082537051143396,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.1390417898796864,""dominant_support"":[43,5,2,2,2,3,32]},{""k"":8,""selection_score"":0.802330619239653,""npmi"":0.6643131022799044,""support_fraction"":1.0,""topic_diversity"":0.984375,""reconstruction"":0.15061999189114728,""dominant_support"":[39,5,2,2,2,3,17,19]},{""k"":9,""selection_score"":0.7962018916515616,""npmi"":0.6102420424927053,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.1610232210201371,""dominant_support"":[38,5,3,2,2,3,14,15,7]},{""k"":10,""selection_score"":0.7906149529686717,""npmi"":0.5869562479507342,""support_fraction"":1.0,""topic_diversity"":0.9875,""reconstruction"":0.17149135585683195,""dominant_support"":[12,4,2,2,2,2,11,10,12,32]},{""k"":11,""selection_score"":0.7909379795259139,""npmi"":0.5912983981399115,""support_fraction"":1.0,""topic_diversity"":0.9772727272727273,""reconstruction"":0.18149169628924133,""dominant_support"":[9,4,2,2,2,2,11,11,41,3,2]},{""k"":12,""selection_score"":0.7937842955195873,""npmi"":0.5848677491002158,""support_fraction"":1.0,""topic_diversity"":0.9895833333333334,""reconstruction"":0.19262719355251523,""dominant_support"":[6,4,2,2,2,2,10,11,6,35,4,5]},{""k"":13,""selection_score"":0.7921029567333557,""npmi"":0.5586693500458384,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.20246057816125396,""dominant_support"":[2,4,2,2,2,2,9,5,6,32,10,5,8]},{""k"":14,""selection_score"":0.7753289536391107,""npmi"":0.512775636715035,""support_fraction"":1.0,""topic_diversity"":0.9553571428571429,""reconstruction"":0.2113493181645011,""dominant_support"":[19,4,2,2,2,3,7,9,2,16,4,7,7,5]}],""selected_k"":6,""project_count"":89,""opportunity_count"":187,""vocabulary_size"":1840}}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,skills,2,microbiologia biologia / praticas metodo / artigos grupo,"[""microbiologia biologia"",""praticas metodo"",""artigos grupo"",""metodo discussao"",""popularizacao ciencia"",""lavagem vidraria"",""leitura escrita"",""escrita boas"",""colaboracoes colegas"",""divulgacao popularizacao""]","{""space_diagnostics"":{""candidates"":[{""k"":6,""selection_score"":0.8276895951759259,""npmi"":0.7938983833286125,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.12606612340135614,""dominant_support"":[74,5,2,3,2,3]},{""k"":7,""selection_score"":0.8125070095048209,""npmi"":0.7082537051143396,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.1390417898796864,""dominant_support"":[43,5,2,2,2,3,32]},{""k"":8,""selection_score"":0.802330619239653,""npmi"":0.6643131022799044,""support_fraction"":1.0,""topic_diversity"":0.984375,""reconstruction"":0.15061999189114728,""dominant_support"":[39,5,2,2,2,3,17,19]},{""k"":9,""selection_score"":0.7962018916515616,""npmi"":0.6102420424927053,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.1610232210201371,""dominant_support"":[38,5,3,2,2,3,14,15,7]},{""k"":10,""selection_score"":0.7906149529686717,""npmi"":0.5869562479507342,""support_fraction"":1.0,""topic_diversity"":0.9875,""reconstruction"":0.17149135585683195,""dominant_support"":[12,4,2,2,2,2,11,10,12,32]},{""k"":11,""selection_score"":0.7909379795259139,""npmi"":0.5912983981399115,""support_fraction"":1.0,""topic_diversity"":0.9772727272727273,""reconstruction"":0.18149169628924133,""dominant_support"":[9,4,2,2,2,2,11,11,41,3,2]},{""k"":12,""selection_score"":0.7937842955195873,""npmi"":0.5848677491002158,""support_fraction"":1.0,""topic_diversity"":0.9895833333333334,""reconstruction"":0.19262719355251523,""dominant_support"":[6,4,2,2,2,2,10,11,6,35,4,5]},{""k"":13,""selection_score"":0.7921029567333557,""npmi"":0.5586693500458384,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.20246057816125396,""dominant_support"":[2,4,2,2,2,2,9,5,6,32,10,5,8]},{""k"":14,""selection_score"":0.7753289536391107,""npmi"":0.512775636715035,""support_fraction"":1.0,""topic_diversity"":0.9553571428571429,""reconstruction"":0.2113493181645011,""dominant_support"":[19,4,2,2,2,3,7,9,2,16,4,7,7,5]}],""selected_k"":6,""project_count"":89,""opportunity_count"":187,""vocabulary_size"":1840}}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,skills,3,pautada relevancia / integracao estudantes / centrais escopo,"[""pautada relevancia"",""integracao estudantes"",""centrais escopo"",""fronteirica execucao"",""bolsa centrais"",""transdisciplinar"",""translacional fronteirica"",""transdisciplinar integracao"",""recursos visao"",""discente perspectiva""]","{""space_diagnostics"":{""candidates"":[{""k"":6,""selection_score"":0.8276895951759259,""npmi"":0.7938983833286125,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.12606612340135614,""dominant_support"":[74,5,2,3,2,3]},{""k"":7,""selection_score"":0.8125070095048209,""npmi"":0.7082537051143396,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.1390417898796864,""dominant_support"":[43,5,2,2,2,3,32]},{""k"":8,""selection_score"":0.802330619239653,""npmi"":0.6643131022799044,""support_fraction"":1.0,""topic_diversity"":0.984375,""reconstruction"":0.15061999189114728,""dominant_support"":[39,5,2,2,2,3,17,19]},{""k"":9,""selection_score"":0.7962018916515616,""npmi"":0.6102420424927053,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.1610232210201371,""dominant_support"":[38,5,3,2,2,3,14,15,7]},{""k"":10,""selection_score"":0.7906149529686717,""npmi"":0.5869562479507342,""support_fraction"":1.0,""topic_diversity"":0.9875,""reconstruction"":0.17149135585683195,""dominant_support"":[12,4,2,2,2,2,11,10,12,32]},{""k"":11,""selection_score"":0.7909379795259139,""npmi"":0.5912983981399115,""support_fraction"":1.0,""topic_diversity"":0.9772727272727273,""reconstruction"":0.18149169628924133,""dominant_support"":[9,4,2,2,2,2,11,11,41,3,2]},{""k"":12,""selection_score"":0.7937842955195873,""npmi"":0.5848677491002158,""support_fraction"":1.0,""topic_diversity"":0.9895833333333334,""reconstruction"":0.19262719355251523,""dominant_support"":[6,4,2,2,2,2,10,11,6,35,4,5]},{""k"":13,""selection_score"":0.7921029567333557,""npmi"":0.5586693500458384,""support_fraction"":1.0,""topic_diversity"":1.0,""reconstruction"":0.20246057816125396,""dominant_support"":[2,4,2,2,2,2,9,5,6,32,10,5,8]},{""k"":14,""selection_score"":0.7753289536391107,""npmi"":0.512775636715035,""support_fraction"":1.0,""topic_diversity"":0.9553571428571429,""reconstruction"":0.2113493181645011,""dominant_support"":[19,4,2,2,2,3,7,9,2,16,4,7,7,5]}],""selected_k"":6,""project_count"":89,""opportunity_count"":187,""vocabulary_size"":1840}}",2026-09-04T06:34:12+00:00
